host_id,mstar_phys,mstar_hinv,host_m200_phys,host_m200_hinv,sfr,alpha,d_3d_kpc,d_r200_3d,quenched
0,11.8251295,11.655975,14.465961456298828,14.296807289123535,7.20963,43.98260549287805,1763.3751879047918,1.2794788058508033,0
0,11.284448,11.115293,14.465961456298828,14.296807289123535,1.4731226,58.32082618807925,2244.2783696420447,1.6284150010062575,0
0,11.467219,11.298064,14.465961456298828,14.296807289123535,1.048377,75.98243979035716,1199.9214354363853,0.8706451445259991,1
0,11.367506,11.198351,14.465961456298828,14.296807289123535,3.986313,83.4725888561959,616.6888707744486,0.4474602712866195,0
0,11.3621435,11.192988,14.465961456298828,14.296807289123535,0.26748776,50.35678404998308,1496.9573663795966,1.0861699975605772,1
0,11.283113,11.113957,14.465961456298828,14.296807289123535,0.0,60.77681929111952,1604.9113347037858,1.16449979114376,1
0,11.299172,11.130018,14.465961456298828,14.296807289123535,0.0,70.92343467091149,731.7227843549889,0.5309271678324731,1
0,11.433724,11.264569,14.465961456298828,14.296807289123535,0.0,83.08873386313417,241.43233781589788,0.1751797129738968,1
0,10.988541,10.819386,14.465961456298828,14.296807289123535,0.0,9.185096157221892,1532.843586764767,1.112208505258688,1
0,10.923405,10.75425,14.465961456298828,14.296807289123535,0.0,18.761076146029552,2804.202294905906,2.0346874722181982,1
0,11.006447,10.837293,14.465961456298828,14.296807289123535,0.0,16.57681065714263,1683.9536032873184,1.221851685461362,1
0,11.223994,11.054839,14.465961456298828,14.296807289123535,0.014574159,88.83725032701977,1385.8369739254645,1.0055426937297818,1
0,11.135595,10.96644,14.465961456298828,14.296807289123535,0.0,48.15064962226779,1251.8768557234503,0.9083432246409608,1
0,10.938745,10.769589,14.465961456298828,14.296807289123535,0.04971092,57.73795896253773,1967.7764263114655,1.4277893039369978,1
0,11.048912,10.879757,14.465961456298828,14.296807289123535,0.0,70.6505956260105,887.046602221317,0.6436278196092107,1
0,10.779428,10.610274,14.465961456298828,14.296807289123535,0.0,21.1555251611602,2658.7034761335112,1.9291156936355582,1
0,10.705211,10.536056,14.465961456298828,14.296807289123535,0.011886768,38.595924740410354,1690.4178985746341,1.2265420819643937,1
0,10.829007,10.659853,14.465961456298828,14.296807289123535,0.0,19.754794518149822,1494.4290460133889,1.0843354859120338,1
0,10.926082,10.756927,14.465961456298828,14.296807289123535,0.0,37.167923368816844,712.1669895415788,0.5167377740114933,1
0,10.674367,10.505212,14.465961456298828,14.296807289123535,0.0,40.62857196006186,334.29248052419575,0.24255765121330178,1
0,10.711959,10.542804,14.465961456298828,14.296807289123535,0.0,83.33129298096557,1581.295545358096,1.1473645256832377,1
0,10.723443,10.554289,14.465961456298828,14.296807289123535,0.0,1.770649254625738,1181.7241587541237,0.8574414712528022,1
0,10.630138,10.460983,14.465961456298828,14.296807289123535,0.0,24.50402513241636,1714.1975069065356,1.2437962120444774,1
0,10.623532,10.454377,14.465961456298828,14.296807289123535,14.739877,48.00788549530739,434.33190353291985,0.3151447684457331,0
0,10.597144,10.427989,14.465961456298828,14.296807289123535,0.0,57.42151891741322,1553.191060199231,1.126972329310756,1
0,10.618184,10.44903,14.465961456298828,14.296807289123535,0.0,74.15767994396899,1177.7986935250822,0.8545932120745441,1
0,10.458844,10.289689,14.465961456298828,14.296807289123535,0.0,88.39016733309518,1823.5944992690925,1.3231730424046826,1
0,10.43432,10.265165,14.465961456298828,14.296807289123535,0.23671634,58.64454835313582,2104.03326517653,1.5266552393748347,0
0,10.481749,10.312593,14.465961456298828,14.296807289123535,0.0,81.4069450468254,1563.7142822615933,1.1346078227045655,1
0,10.354848,10.185694,14.465961456298828,14.296807289123535,0.2936304,12.445655792914721,2259.7181747581726,1.6396178939289061,0
0,10.699463,10.530308,14.465961456298828,14.296807289123535,0.0,7.245448055582926,1029.6440032379116,0.7470943726273036,1
0,10.428636,10.259481,14.465961456298828,14.296807289123535,0.57024986,57.70897436784904,2396.5971943587906,1.7389352744534206,0
0,10.441736,10.272581,14.465961456298828,14.296807289123535,1.8388668,27.23522399412977,1031.0747957279052,0.7481325343747718,0
0,10.399646,10.230491,14.465961456298828,14.296807289123535,0.0,24.328852802629683,1838.1345018887841,1.3337230520206256,1
0,10.070658,9.901504,14.465961456298828,14.296807289123535,2.392233,31.689110301440962,3083.167850550555,2.2371007297359133,0
0,9.991545,9.822391,14.465961456298828,14.296807289123535,1.4694364,49.31610068034047,1287.6134067961,0.934273134512262,0
0,10.6311245,10.461969,14.465961456298828,14.296807289123535,0.0,51.96320035739586,1017.6478100424,0.7383901132899665,1
0,10.289213,10.120058,14.465961456298828,14.296807289123535,0.0,20.162044609423447,1489.7488465007154,1.0809396027643672,1
0,9.921186,9.752031,14.465961456298828,14.296807289123535,0.44782233,47.1468749008273,2449.9057039577706,1.7776151360456842,0
0,10.588513,10.419358,14.465961456298828,14.296807289123535,0.0,16.79148568789472,845.9270522087401,0.6137920857800836,1
0,10.286403,10.117249,14.465961456298828,14.296807289123535,0.0,30.379477445722443,2228.2603052074915,1.6167925317238612,1
0,10.685381,10.516226,14.465961456298828,14.296807289123535,0.0,49.93280549176788,1870.0612771171593,1.3568886452103568,1
