host_id,mstar_phys,mstar_hinv,host_mstar_phys,host_m200_phys,host_m200_hinv,sfr,alpha,d_3d_kpc,d_proj_kpc,d_r200_3d,d_r200_proj,quenched,quenched_sdss
0,11.8251295,11.655975,12.55546760559082,14.465961456298828,14.296807289123535,7.20963,43.98260549287805,1763.3751879047918,820.8843967703226,1.2794787947136725,0.5956215023229989,0,0
0,11.284448,11.115293,12.55546760559082,14.465961456298828,14.296807289123535,1.4731226,58.32082618807925,2244.2783696420447,972.6902591864016,1.628414986831837,0.7057695769964197,0,0
0,11.467219,11.298064,12.55546760559082,14.465961456298828,14.296807289123535,1.048377,75.98243979035716,1199.9214354363853,805.8473313829709,0.8706451369475313,0.5847108314517027,1,1
0,11.367506,11.198351,12.55546760559082,14.465961456298828,14.296807289123535,3.986313,83.4725888561959,616.6888707744486,512.2795653484469,0.447460267391734,0.3717024291394669,0,0
0,11.3621435,11.192988,12.55546760559082,14.465961456298828,14.296807289123535,0.26748776,50.35678404998308,1496.9573663795966,502.732496052346,1.086169988106089,0.36477521773272303,1,1
0,11.283113,11.113957,12.55546760559082,14.465961456298828,14.296807289123535,0.0,60.77681929111952,1604.9113347037858,1089.684173654686,1.164499781007456,0.7906586202921776,1,1
0,11.299172,11.130018,12.55546760559082,14.465961456298828,14.296807289123535,0.0,70.92343467091149,731.7227843549889,575.2687356686064,0.5309271632110559,0.41740643375178726,1,1
0,11.433724,11.264569,12.55546760559082,14.465961456298828,14.296807289123535,0.0,83.08873386313417,241.43233781589788,143.293655212855,0.17517971144905767,0.10397174380099039,1,1
0,10.988541,10.819386,12.55546760559082,14.465961456298828,14.296807289123535,0.0,9.185096157221892,1532.843586764767,731.9501011495116,1.1122084955775495,0.5310921008943515,1,1
0,10.923405,10.75425,12.55546760559082,14.465961456298828,14.296807289123535,0.0,18.761076146029552,2804.202294905906,637.8637495082382,2.034687454507408,0.462824444287468,1,1
0,11.006447,10.837293,12.55546760559082,14.465961456298828,14.296807289123535,0.0,16.57681065714263,1683.9536032873184,1558.2678865568523,1.2218516748258423,1.1306559891555144,1,1
0,11.223994,11.054839,12.55546760559082,14.465961456298828,14.296807289123535,0.014574159,88.83725032701977,1385.8369739254645,755.3563699073114,1.005542684977108,0.5480753411851246,1,1
0,11.135595,10.96644,12.55546760559082,14.465961456298828,14.296807289123535,0.0,48.15064962226779,1251.8768557234503,983.6653532853827,0.9083432167343529,0.7137329419490129,1,1
0,10.938745,10.769589,12.55546760559082,14.465961456298828,14.296807289123535,0.04971092,57.73795896253773,1967.7764263114655,996.7276625678543,1.427789291508909,0.7232107591778988,1,1
0,11.048912,10.879757,12.55546760559082,14.465961456298828,14.296807289123535,0.0,70.6505956260105,887.046602221317,790.681965889201,0.6436278140067989,0.5737070679324846,1,1
