host_id,mstar_phys,mstar_hinv,host_m200_phys,host_m200_hinv,sfr,alpha,d_3d_kpc,d_r200_3d,quenched
0,10.645367,10.476212,12.343893051147461,12.174738883972168,6.254248,13.929379148744204,372.5239788197329,1.3568275271693622,0
0,10.479766,10.310611,12.343893051147461,12.174738883972168,6.023962,48.382914044310496,864.3828387188416,3.1483031865555557,0
0,9.916242,9.747087,12.343893051147461,12.174738883972168,0.8879092,34.68015014486002,705.9402240837397,2.5712146949778805,0
0,10.243932,10.074777,12.343893051147461,12.174738883972168,1.725496,42.29441282481099,139.40361851301674,0.5077436023977588,0
0,9.622143,9.452988,12.343893051147461,12.174738883972168,0.101010665,1.0031173000837157,557.5057790961328,2.0305785147851676,0
0,9.694739,9.525584,12.343893051147461,12.174738883972168,0.836188,55.24011771353972,102.44811630863092,0.37314221960853733,0
0,9.390256,9.221101,12.343893051147461,12.174738883972168,0.40113416,21.52919072963931,667.1177224585524,2.429813223197398,0
0,8.826532,8.657377,12.343893051147461,12.174738883972168,0.0006771052,60.14346407792624,408.14593007746635,1.4865717766297883,1
0,8.082524,7.913369,12.343893051147461,12.174738883972168,0.0,8.65304725467746,278.721128828049,1.0151735767340158,1
0,8.478117,8.308962,12.343893051147461,12.174738883972168,1.9054328,8.740573560996665,137.22521427837648,0.49980929749683195,0
0,8.727983,8.558829,12.343893051147461,12.174738883972168,0.0,12.253186729692402,427.29576572415533,1.5563203716826994,1
1,10.401692,10.232537,12.433911323547363,12.26475715637207,1.7236049,74.68700308476662,563.4916083346532,1.915421126924062,0
1,10.241345,10.07219,12.433911323547363,12.26475715637207,1.8116218,80.54535713258963,324.49425740149525,1.1030211399762837,0
1,10.049279,9.880124,12.433911323547363,12.26475715637207,0.56084085,45.1643345803053,547.6789355367468,1.8616706768689844,0
1,9.575771,9.406617,12.433911323547363,12.26475715637207,0.34501415,75.77632067789168,1022.3245833745624,3.4750865436252028,0
1,9.886459,9.717304,12.433911323547363,12.26475715637207,0.5579574,67.40459766373785,115.77415243986434,0.3935395918147264,0
1,9.194404,9.025249,12.433911323547363,12.26475715637207,0.1899379,63.44869397897662,442.2671244461256,1.5033547640783318,0
1,8.639225,8.470071,12.433911323547363,12.26475715637207,0.012526938,53.570078197190526,226.3633080785459,0.7694543383449407,0
1,8.955496,8.786341,12.433911323547363,12.26475715637207,0.0,76.28835342931106,207.9765812821636,0.7069541618740685,1
1,9.21967,9.050515,12.433911323547363,12.26475715637207,0.0,69.07082613264299,54.640163665124234,0.1857328881473091,1
1,8.390953,8.221798,12.433911323547363,12.26475715637207,1.5574731,1.2323465244513159,63.27360015972579,0.21507967240304915,0
1,8.016488,7.8473325,12.433911323547363,12.26475715637207,0.5793906,31.48856319769311,90.00026762180805,0.3059289818727001,0
3,10.87711,10.707955,12.291086196899414,12.121932029724121,0.0,84.79741207566065,525.6052239418345,1.9935640720355596,1
3,10.368664,10.19951,12.291086196899414,12.121932029724121,0.0,77.54184462440807,313.9931217737894,1.190942132842623,1
3,9.740736,9.571582,12.291086196899414,12.121932029724121,1.2616637,36.90677496350142,729.1740492855904,2.7656787274954984,0
3,8.709578,8.540423,12.291086196899414,12.121932029724121,0.018919513,52.92112390199594,90.76410907038282,0.34425850168691624,0
3,8.053557,7.8844023,12.291086196899414,12.121932029724121,0.0030590235,35.88520017087461,241.8131362899766,0.9171712127185463,1
4,10.9753685,10.806213,12.452516555786133,12.283361434936523,0.042053793,83.87606018521655,456.4508256029362,1.5295693069393586,1
4,9.06344,8.894285,12.452516555786133,12.283361434936523,0.012882821,8.767307553336991,159.1901924422694,0.5334472382733243,1
4,8.9901905,8.821035,12.452516555786133,12.283361434936523,0.0,84.15689210131148,522.9268364501818,1.752330796537726,1
4,8.268128,8.098974,12.452516555786133,12.283361434936523,0.0,29.169469141115655,297.5246745833271,0.9970068729717956,1
5,10.34315,10.173995,12.119507789611816,11.950352668762207,1.3543553,81.45634572271922,545.3553796946499,2.3596446869894336,0
5,10.551413,10.382257,12.119507789611816,11.950352668762207,3.4634814,11.342938051456898,511.7521540862472,2.214250186953566,0
5,10.348799,10.179644,12.119507789611816,11.950352668762207,0.0,74.59287030795679,703.3911926265885,3.0434343408985973,1
5,9.913892,9.744737,12.119507789611816,11.950352668762207,1.7095119,86.81604098505551,428.2702389114045,1.8530404786853247,0
5,9.754512,9.585358,12.119507789611816,11.950352668762207,0.11893904,70.20723780143004,92.6730846222533,0.4009780775945786,0
5,8.864312,8.695157,12.119507789611816,11.950352668762207,0.027383417,62.833776438609135,518.0903538586224,2.2416743217009607,0
7,10.696469,10.527314,12.482870101928711,12.313715934753418,0.070119195,84.03219871432674,511.1360483782984,1.6733915791494063,1
7,8.842013,8.672858,12.482870101928711,12.313715934753418,0.21679951,10.51639481099079,499.23470570648027,1.6344281629106592,0
7,9.249714,9.080559,12.482870101928711,12.313715934753418,0.25297776,5.716515622311647,467.6711158191873,1.531093159064423,0
7,8.941754,8.772599,12.482870101928711,12.313715934753418,0.04242925,6.572692140922641,424.2620251085987,1.3889775577795973,0
7,8.44329,8.274135,12.482870101928711,12.313715934753418,0.036830876,59.00500918696969,530.3988527449546,1.7364554438880324,0
7,8.887189,8.718035,12.482870101928711,12.313715934753418,0.057154335,35.64910693374031,402.47206034388574,1.3176401053284916,0
7,8.625708,8.456553,12.482870101928711,12.313715934753418,0.008541587,57.84837345573311,451.188247289011,1.477130435272714,1
9,10.402187,10.233032,12.363717079162598,12.194561958312988,0.55255777,30.57287120391581,1116.259309729427,4.004424322847304,0
9,10.331216,10.162061,12.363717079162598,12.194561958312988,4.0905385,3.7256570735810897,484.9680933101998,1.739755280631859,0
9,9.83152,9.662366,12.363717079162598,12.194561958312988,0.46148077,48.70180594703725,390.3415575559125,1.400295803735674,0
9,9.855527,9.686372,12.363717079162598,12.194561958312988,0.2109913,18.467636568069054,238.32978043831287,0.8549747906491105,0
9,8.090769,7.9216137,12.363717079162598,12.194561958312988,0.0053450153,38.818130318625165,682.8792531640242,2.4497339167551058,0
9,8.745311,8.576157,12.363717079162598,12.194561958312988,0.21200205,8.786948946815784,487.99406693713473,1.7506105382645412,0
9,8.651286,8.482132,12.363717079162598,12.194561958312988,0.009267744,45.25915293313182,253.6337250496155,0.9098755538524766,1
9,8.6140375,8.444883,12.363717079162598,12.194561958312988,0.028226275,24.26734546325514,450.8285235888191,1.6172843438412174,0
9,8.187486,8.018331,12.363717079162598,12.194561958312988,0.016781054,22.61069557799439,899.8635584510159,3.2281347974411254,0
9,8.571095,8.40194,12.363717079162598,12.194561958312988,0.0,27.155576255877463,85.38562892806614,0.30630901468946437,1
