host_id,mstar_phys,mstar_hinv,host_mstar_phys,host_m200_phys,host_m200_hinv,sfr,alpha,d_3d_kpc,d_proj_kpc,d_r200_3d,d_r200_proj,quenched,quenched_sdss
0,11.747251,11.578095,12.568857192993164,14.576127052307129,14.40697193145752,0.41328505,56.594614799834574,3317.1117620740315,2802.868403134648,2.1780367114921955,1.840381246513009,1,1
0,11.797365,11.62821,12.568857192993164,14.576127052307129,14.40697193145752,17.392204,37.71343340192759,959.8594188745752,505.4160822463476,0.6302498083071013,0.3318594188767451,0,0
0,11.234395,11.06524,12.568857192993164,14.576127052307129,14.40697193145752,5.0793796,42.454079316912356,3324.8467410842627,892.3761589975488,2.1831155479786606,0.5859398700337428,0,0
0,11.124962,10.955807,12.568857192993164,14.576127052307129,14.40697193145752,1.4146897,11.704565911693763,3739.5472178956047,248.82515206230283,2.4554105225090552,0.16338017974874258,0,0
0,11.283641,11.114487,12.568857192993164,14.576127052307129,14.40697193145752,0.88655853,52.774322805409724,1686.8399031401123,876.5917398107002,1.1075898248155278,0.5755757198559862,1,1
0,11.461457,11.292303,12.568857192993164,14.576127052307129,14.40697193145752,2.1843414,51.203665349649754,503.3102217303922,373.5189692008044,0.3304766974485816,0.24525493432557974,0,0
0,11.284879,11.115724,12.568857192993164,14.576127052307129,14.40697193145752,0.0,82.30212766060771,1500.705201307246,957.6383753555639,0.9853725939974881,0.6287914569854672,1,1
0,11.348578,11.179423,12.568857192993164,14.576127052307129,14.40697193145752,0.0,36.0823899558076,920.0483003754975,205.2782092601639,0.6041095743216351,0.13478697973036086,1,1
0,11.303447,11.134292,12.568857192993164,14.576127052307129,14.40697193145752,0.0,26.275366887703115,606.7132503923392,606.4678647057514,0.39837178469893814,0.39821066289412776,1,1
0,11.374335,11.205181,12.568857192993164,14.576127052307129,14.40697193145752,1.4603422,1.818150048126455,628.2399800461144,416.8273984001396,0.4125063725052213,0.2736915247931358,1,0
