host_id,mstar_phys,mstar_hinv,host_mstar_phys,host_m200_phys,host_m200_hinv,sfr,alpha,d_3d_kpc,d_proj_kpc,d_r200_3d,d_r200_proj,quenched,quenched_sdss
0,11.600964,11.431809,12.73520565032959,14.248703002929688,14.079547882080078,0.0,59.136794609852444,1219.1146205240161,1219.007911005636,1.045088066042189,1.0449965891274555,1,1
0,11.286181,11.117026,12.73520565032959,14.248703002929688,14.079547882080078,0.00023465061,24.911445095593763,1723.0530853851378,1478.4406990375376,1.477090165581938,1.2673957845334234,1,1
0,10.972864,10.803709,12.73520565032959,14.248703002929688,14.079547882080078,0.0,0.44037773113568335,1280.6276365265078,1117.711807134884,1.0978202028307984,0.9581603331186568,1,1
0,10.538279,10.369123,12.73520565032959,14.248703002929688,14.079547882080078,5.7960525,83.5081751669498,1875.1791480962124,1712.8514468563135,1.6075004895964202,1.4683447937349758,0,0
0,10.986715,10.81756,12.73520565032959,14.248703002929688,14.079547882080078,0.0,27.876865582700646,189.23824210958784,173.99952773690165,0.1622248024410734,0.14916138882548205,1,1
0,10.859554,10.6904,12.73520565032959,14.248703002929688,14.079547882080078,0.0,7.564501770603627,2077.6895745533484,1269.0825996765357,1.7811028944699645,1.0879232005056712,1,1
0,10.952905,10.783751,12.73520565032959,14.248703002929688,14.079547882080078,0.0,35.07312171640311,331.19474843439843,288.70257260957914,0.28391725707945126,0.24749076763615596,1,1
0,10.78766,10.6185055,12.73520565032959,14.248703002929688,14.079547882080078,0.0,9.938945720104059,1208.3708057968354,1137.1490350412403,1.0358779127341116,0.9748229295471564,1,1
0,10.8134575,10.644303,12.73520565032959,14.248703002929688,14.079547882080078,0.0,3.0524070033213775,1522.5063595674173,1468.0500120316337,1.3051711463958287,1.2584883505604127,1,1
0,10.789225,10.62007,12.73520565032959,14.248703002929688,14.079547882080078,0.0003927792,65.46979629493211,1229.689149206772,1018.6453431490944,1.0541530986029655,0.8732354396643849,1,1
0,10.669413,10.5002575,12.73520565032959,14.248703002929688,14.079547882080078,0.0,48.4255921522186,2404.981926100165,1573.4104062768502,2.061674815231146,1.3488087263523512,1,1
0,10.568323,10.399169,12.73520565032959,14.248703002929688,14.079547882080078,2.0113711,13.653846623522782,1187.907470611134,730.9452031536474,1.0183356841085494,0.62660400907858,0,0
0,10.5584545,10.389299,12.73520565032959,14.248703002929688,14.079547882080078,0.31067598,75.86545969927647,1312.6889881636412,644.9678464869113,1.1253048506342576,0.552899774965108,0,0
0,10.327949,10.158793,12.73520565032959,14.248703002929688,14.079547882080078,0.0,15.744096365574705,1203.440905358182,1082.7850932546487,1.0316517472624855,0.9282193486961957,1,1
0,10.441917,10.272763,12.73520565032959,14.248703002929688,14.079547882080078,0.0,58.3053053778072,923.4524675623077,847.1190320487788,0.7916311864029256,0.7261942199748632,1,1
0,10.52395,10.3547945,12.73520565032959,14.248703002929688,14.079547882080078,0.0,13.736273516698475,547.2902715554671,541.1612111449494,0.46916550899681386,0.46391136161538843,1,1
0,10.538893,10.369739,12.73520565032959,14.248703002929688,14.079547882080078,0.0,88.75007483010856,1214.8546609952798,1075.547656950583,1.041436208546303,0.9220150442093309,1,1
0,10.266291,10.097136,12.73520565032959,14.248703002929688,14.079547882080078,0.10828659,18.194798061927827,797.7166003172621,753.1230653208887,0.6838439019925558,0.6456160188528127,1,1
